SalePrice,LotFrontage,LandSlope,HouseStyle,OverallQual,OverallCond,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,TotRmsAbvGrd,GarageCars,GarageArea,GarageCond,PavedDrive,OpenPorchSF,MoSold,YrSold,SaleType
311872,79,Gtl,1Story,7,5,PConc,Ex,1726,Ex,Y,1726,0,0,1726,1,8,3,786,TA,Y,138,9,2007,New
235000,174,Gtl,2Story,8,4,PConc,TA,1360,Gd,Y,1360,1360,392,3112,1,8,2,795,TA,Y,16,3,2006,WD
104000,92,Gtl,2.5Fin,6,6,CBlock,TA,755,Ex,Y,929,929,371,2229,0,8,0,0,NA,Y,198,7,2009,WD
274900,76,Gtl,1Story,8,5,PConc,Ex,1713,Ex,Y,1713,0,0,1713,1,7,3,856,TA,Y,26,1,2009,WD
140000,80,Gtl,1Story,4,5,PConc,Gd,1121,Ex,Y,1121,0,0,1121,0,5,2,440,TA,Y,64,3,2010,WD
171500,75,Gtl,1Story,6,6,CBlock,TA,1196,TA,Y,1279,0,0,1279,0,6,2,473,TA,Y,83,2,2008,WD
112000,50,Gtl,1.5Fin,6,6,BrkTil,Fa,617,Gd,Y,865,445,0,1310,0,6,1,398,TA,Y,0,5,2006,COD
149000,NA,Gtl,1Story,6,5,PConc,Gd,848,Ex,Y,848,0,0,848,1,3,2,420,TA,Y,0,1,2008,WD
110000,50,Gtl,1.5Fin,5,7,CBlock,TA,720,TA,Y,720,564,0,1284,0,5,1,240,TA,Y,35,4,2009,WD
180500,99,Gtl,1Story,7,5,PConc,Gd,1424,Ex,Y,1442,0,0,1442,0,5,2,500,TA,Y,34,5,2009,WD
143900,40,Gtl,1Story,5,5,CBlock,TA,1140,TA,Y,1696,0,0,1696,0,8,1,349,TA,Y,30,3,2007,WD
141000,NA,Gtl,1Story,4,5,PConc,TA,1100,TA,Y,1100,0,0,1100,1,6,1,312,TA,Y,0,4,2008,WD
277000,NA,Mod,2Story,7,5,CBlock,Gd,1157,Ex,Y,1180,882,0,2062,1,7,2,454,TA,Y,55,4,2007,WD
145000,75,Gtl,1Story,6,7,CBlock,Gd,1092,Ex,Y,1092,0,0,1092,1,6,2,504,Gd,Y,0,7,2008,WD
98000,67,Gtl,1Story,5,6,CBlock,TA,864,TA,N,864,0,0,864,1,5,0,0,NA,Y,0,4,2008,WD
186000,83,Gtl,1Story,6,5,PConc,Gd,1212,Ex,Y,1212,0,0,1212,0,6,2,460,TA,Y,22,3,2010,WD
252678,72,Gtl,2Story,7,5,PConc,Gd,900,Ex,Y,932,920,0,1852,1,7,2,644,TA,Y,108,7,2009,New
156000,43,Gtl,1Story,5,5,PConc,Gd,990,Ex,Y,990,0,0,990,0,5,2,576,TA,Y,0,7,2006,WD
161750,NA,Gtl,2Story,6,7,CBlock,Gd,689,Ex,Y,689,703,0,1392,0,6,1,299,TA,Y,36,3,2010,WD
134450,72,Gtl,1Story,5,6,CBlock,TA,1070,TA,Y,1236,0,0,1236,0,6,1,447,TA,Y,0,5,2006,WD
210000,65,Gtl,1Story,7,5,PConc,Gd,1436,Ex,Y,1436,0,0,1436,1,8,2,484,TA,Y,98,4,2008,WD
107000,57,Gtl,2Story,4,4,CBlock,TA,686,Fa,N,810,518,0,1328,0,8,1,210,TA,Y,172,9,2006,WD
311500,NA,Gtl,1.5Fin,7,9,CBlock,TA,798,Ex,Y,1137,817,0,1954,0,8,2,431,TA,Y,119,5,2008,WD
167240,43,Gtl,1Story,7,5,PConc,Gd,1248,Ex,Y,1248,0,0,1248,0,5,2,438,TA,Y,0,3,2006,New
204900,73,Gtl,1Story,7,5,PConc,Gd,1498,Ex,Y,1498,0,0,1498,0,5,2,675,TA,Y,33,4,2006,New
200000,NA,Gtl,2Story,6,5,PConc,Gd,1010,Ex,Y,1010,1257,0,2267,0,8,2,390,TA,Y,46,12,2009,ConLI
179900,85,Gtl,2Story,6,6,CBlock,Gd,713,TA,Y,811,741,0,1552,1,6,2,434,TA,Y,208,2,2006,WD
97000,70,Gtl,1Story,4,6,CBlock,TA,864,Gd,Y,864,0,0,864,0,4,2,576,TA,Y,0,3,2009,WD
386250,103,Gtl,1Story,10,5,PConc,Ex,2392,Ex,Y,2392,0,0,2392,0,8,3,968,TA,Y,105,6,2009,WD
112000,21,Gtl,2Story,5,5,CBlock,TA,630,TA,Y,630,672,0,1302,0,6,1,280,TA,Y,0,5,2009,COD
290000,82,Gtl,2Story,7,5,PConc,Gd,1203,Ex,Y,1214,1306,0,2520,0,9,3,721,TA,Y,114,6,2007,WD
106000,21,Gtl,2Story,6,6,CBlock,TA,483,TA,Y,483,504,0,987,0,5,1,280,TA,Y,0,9,2008,WD
125000,70,Gtl,1Story,5,5,CBlock,TA,912,TA,Y,912,0,0,912,0,5,1,336,TA,Y,0,5,2010,WD
192500,43,Gtl,1Story,7,5,PConc,Gd,1373,Ex,Y,1555,0,0,1555,0,7,2,430,TA,Y,20,5,2009,WD
148000,73,Gtl,1Story,6,6,CBlock,TA,1194,TA,Y,1194,0,0,1194,1,6,1,312,TA,Y,0,4,2010,WD
403000,174,Gtl,2Story,8,5,PConc,Gd,1462,Ex,Y,1490,1304,0,2794,1,9,3,810,TA,Y,146,7,2009,WD
94500,21,Gtl,2Story,6,5,CBlock,TA,483,TA,Y,483,504,0,987,0,5,1,288,TA,Y,0,6,2006,WD
128200,75,Gtl,1Story,5,6,CBlock,TA,894,TA,Y,894,0,0,894,1,5,1,308,TA,Y,0,2,2010,WD
216500,NA,Gtl,2Story,6,5,PConc,Gd,860,Ex,Y,860,1100,0,1960,1,8,2,440,TA,Y,48,5,2010,WD
89500,21,Gtl,2Story,6,3,CBlock,TA,483,TA,Y,483,504,0,987,0,5,1,264,TA,Y,0,8,2008,WD
185500,65,Gtl,1Story,7,5,PConc,Gd,1414,Ex,Y,1414,0,0,1414,0,6,2,494,TA,Y,105,5,2010,WD
194500,NA,Gtl,2Story,7,7,PConc,Gd,996,Ex,Y,1014,730,0,1744,0,7,2,457,TA,Y,70,2,2010,WD
318000,93,Gtl,1Story,8,5,PConc,Ex,1694,Ex,Y,1694,0,0,1694,0,7,3,818,TA,Y,228,12,2007,New
113000,52,Gtl,1.5Fin,6,4,CBlock,TA,735,TA,Y,798,689,0,1487,0,7,1,220,TA,Y,140,4,2010,WD
262500,75,Gtl,1Story,8,5,PConc,Gd,1566,Ex,Y,1566,0,0,1566,1,7,2,750,TA,Y,168,4,2010,WD
110500,40,Gtl,1Story,5,9,CBlock,TA,686,Gd,Y,866,0,0,866,0,4,0,0,NA,Y,42,8,2007,WD
79000,63,Gtl,1.5Fin,5,4,BrkTil,TA,540,Gd,N,889,551,0,1440,0,6,1,352,TA,Y,0,4,2006,WD
120000,75,Gtl,2Story,6,6,CBlock,Gd,626,TA,Y,626,591,0,1217,0,6,1,288,TA,Y,28,4,2009,WD
205000,NA,Gtl,2Story,7,5,PConc,Gd,948,Ex,Y,1222,888,0,2110,1,8,2,463,TA,Y,130,5,2010,WD
241500,80,Gtl,1Story,7,5,CBlock,Gd,1845,Gd,Y,1872,0,0,1872,0,6,2,604,TA,Y,39,6,2006,WD
137000,69,Gtl,2Story,6,8,Stone,Fa,1020,Gd,N,908,1020,0,1928,0,9,1,440,Po,Y,60,4,2006,WD
140000,75,Gtl,1Story,6,5,CBlock,TA,1367,Ex,Y,1375,0,0,1375,0,5,2,451,TA,Y,30,6,2006,WD
180000,72,Gtl,2Story,7,5,PConc,Gd,840,Ex,Y,840,828,0,1668,0,8,2,500,TA,Y,68,9,2007,WD
277000,NA,Sev,1.5Fin,6,7,CBlock,Gd,1444,Gd,Y,1444,700,0,2144,0,7,2,389,TA,Y,98,6,2007,WD
76500,55,Gtl,1Story,3,2,CBlock,TA,728,Ex,Y,1306,0,0,1306,0,6,0,0,NA,Y,0,5,2010,WD
235000,44,Mod,1Story,8,5,PConc,Gd,1573,Ex,Y,1625,0,0,1625,1,5,2,538,TA,Y,0,12,2007,WD
173000,65,Gtl,2Story,6,5,PConc,Gd,798,Ex,Y,798,842,0,1640,0,6,2,520,TA,Y,45,12,2008,WD
158000,85,Gtl,SLvl,6,7,CBlock,Gd,1302,Ex,Y,1302,0,0,1302,0,7,1,309,TA,Y,0,10,2007,CWD
145000,70,Gtl,1Story,5,6,CBlock,TA,1314,TA,Y,1314,0,0,1314,1,5,1,294,TA,Y,0,6,2010,WD
230000,66,Gtl,2Story,7,5,PConc,Gd,975,Ex,Y,1005,1286,0,2291,0,8,2,429,TA,Y,0,2,2006,WD
207500,64,Gtl,2Story,6,5,PConc,Gd,864,Ex,Y,864,864,0,1728,0,7,2,673,TA,Y,56,5,2008,WD
220000,68,Gtl,1Story,7,5,PConc,Gd,1604,Ex,Y,1604,0,0,1604,1,8,2,660,TA,Y,110,3,2009,WD
231500,80,Gtl,2Story,7,5,PConc,Gd,963,Ex,Y,963,829,0,1792,0,7,2,564,TA,Y,96,5,2008,WD
97000,70,Gtl,1Story,5,5,PConc,NA,0,Gd,Y,882,0,0,882,0,4,1,308,TA,Y,45,12,2008,WD
176000,120,Gtl,SLvl,6,5,CBlock,TA,1362,TA,Y,1382,0,0,1382,1,6,2,884,TA,Y,0,5,2009,WD
276000,69,Gtl,2Story,8,5,PConc,Ex,1482,Ex,Y,1482,1092,0,2574,0,10,3,868,TA,Y,148,11,2007,New
151000,88,Gtl,SLvl,6,7,CBlock,Gd,506,TA,Y,1212,0,0,1212,1,6,2,492,TA,Y,12,7,2006,WD
130000,50,Gtl,1.5Fin,5,7,BrkTil,TA,926,TA,Y,926,0,390,1316,1,6,2,484,TA,Y,0,4,2010,WD
73000,30,Gtl,1Story,5,5,BrkTil,Fa,680,Gd,N,764,0,0,764,0,4,2,504,TA,N,0,6,2008,WD
175500,78,Gtl,1Story,6,6,CBlock,Gd,1422,TA,Y,1422,0,0,1422,0,7,2,576,TA,Y,0,6,2008,WD
185000,70,Gtl,2Story,6,5,PConc,Gd,802,Gd,Y,802,709,0,1511,1,8,2,413,TA,Y,75,6,2006,WD
179500,60,Mod,2.5Fin,5,8,PConc,TA,720,Ex,Y,1052,720,420,2192,0,8,1,240,TA,Y,24,7,2008,WD
120500,71,Gtl,1Story,5,6,CBlock,TA,740,Ex,Y,778,0,0,778,0,4,1,924,Ex,Y,25,2,2008,WD
148000,NA,Gtl,1Story,6,7,CBlock,TA,1143,TA,Y,1113,0,0,1113,1,6,1,504,Gd,Y,30,5,2007,WD
266000,84,Gtl,2Story,8,5,PConc,Gd,1095,Gd,Y,1095,844,0,1939,0,8,3,1053,TA,Y,51,8,2006,New
241500,73,Sev,1Story,7,7,CBlock,Gd,1385,Ex,Y,1363,0,0,1363,1,5,2,439,TA,Y,0,4,2008,WD
290000,92,Gtl,2Story,8,7,PConc,Gd,1152,Ex,Y,1164,1106,0,2270,0,9,3,671,TA,Y,57,4,2010,WD
139000,80,Gtl,1Story,6,6,CBlock,TA,1240,Gd,Y,1632,0,0,1632,1,6,1,338,TA,Y,0,4,2009,WD
124500,76,Gtl,1Story,5,7,CBlock,TA,816,TA,Y,816,0,0,816,0,5,1,264,TA,Y,0,6,2007,WD
205000,55,Gtl,1.5Fin,7,7,BrkTil,TA,952,Gd,N,952,596,0,1548,0,5,2,672,TA,Y,0,10,2009,WD
201000,129,Gtl,1Story,7,5,PConc,Ex,1560,Ex,Y,1560,0,0,1560,0,7,2,573,TA,Y,150,4,2010,WD
141000,140,Gtl,1Story,4,5,CBlock,TA,864,Ex,Y,864,0,0,864,0,4,2,400,TA,Y,0,6,2010,WD
415298,107,Gtl,1Story,9,5,PConc,Ex,2121,Ex,Y,2121,0,0,2121,0,8,3,732,TA,Y,98,5,2007,New
192000,83,Gtl,2Story,7,5,CBlock,Gd,1160,Ex,Y,1156,866,0,2022,0,8,2,505,TA,Y,117,3,2008,WD
228500,82,Gtl,2Story,7,6,CBlock,Gd,807,Gd,Y,1175,807,0,1982,0,7,2,575,TA,Y,84,1,2007,WD
185000,60,Gtl,1Story,6,5,PConc,Gd,1262,Gd,Y,1262,0,0,1262,0,5,2,572,TA,Y,120,5,2006,New
207500,34,Gtl,1Story,7,5,PConc,Gd,1314,Ex,Y,1314,0,0,1314,1,6,2,626,TA,Y,62,4,2009,ConLw
244600,74,Gtl,1Story,8,5,PConc,Gd,1468,Ex,Y,1468,0,0,1468,0,6,3,898,TA,Y,150,12,2009,New
179200,50,Gtl,1Story,6,5,PConc,Gd,1575,Gd,Y,1575,0,0,1575,1,5,2,529,TA,Y,0,7,2007,WD
164700,35,Gtl,2Story,7,5,PConc,Gd,625,Ex,Y,625,625,0,1250,0,5,2,528,TA,Y,54,6,2007,New
159000,77,Gtl,1.5Fin,6,7,CBlock,TA,912,TA,Y,1085,649,0,1734,0,7,2,440,TA,Y,0,6,2006,WD
88000,NA,Gtl,1Story,4,4,CBlock,TA,858,TA,Y,858,0,0,858,0,5,0,0,NA,Y,0,6,2006,WD
122000,NA,Gtl,1Story,5,5,CBlock,TA,882,TA,Y,900,0,0,900,0,5,1,280,TA,Y,0,2,2010,WD
153575,60,Gtl,2Story,6,7,BrkTil,TA,698,Ex,Y,698,698,0,1396,0,7,1,384,TA,Y,0,7,2007,WD
233230,120,Gtl,2Story,8,5,PConc,Gd,1079,Ex,Y,1079,840,0,1919,0,8,2,685,TA,Y,51,7,2006,New
135900,55,Gtl,2Story,5,6,PConc,TA,780,Ex,N,936,780,0,1716,1,9,0,0,NA,N,184,3,2008,WD
131000,60,Gtl,1.5Fin,5,4,CBlock,TA,768,Gd,Y,1148,568,0,1716,0,8,1,281,TA,Y,0,1,2009,WD
235000,NA,Gtl,2Story,7,7,CBlock,TA,795,Fa,Y,1468,795,0,2263,1,9,2,539,TA,Y,250,3,2006,WD
167000,80,Gtl,1Story,6,5,CBlock,TA,1416,TA,Y,1644,0,0,1644,1,7,2,418,TA,Y,0,10,2009,WD
142500,37,Gtl,SLvl,6,6,CBlock,TA,1003,TA,Y,1003,0,0,1003,1,6,2,588,TA,Y,0,3,2006,WD
152000,75,Gtl,1.5Fin,5,5,CBlock,TA,910,TA,Y,910,648,0,1558,0,6,1,282,TA,Y,0,6,2007,WD
239000,66,Gtl,2Story,7,5,PConc,Gd,975,Ex,Y,975,975,0,1950,0,7,2,576,TA,Y,10,6,2007,WD
175000,90,Gtl,2Story,6,6,CBlock,TA,702,Gd,Y,1041,702,0,1743,0,7,2,539,TA,Y,0,6,2007,WD
158500,80,Gtl,1Story,6,8,CBlock,TA,1092,Ex,Y,1152,0,0,1152,0,6,1,300,TA,Y,36,8,2009,WD
157000,90,Gtl,1Story,5,5,CBlock,TA,1165,TA,Y,1336,0,0,1336,1,5,1,375,TA,Y,0,6,2006,WD
267000,66,Gtl,2Story,8,5,PConc,Gd,1028,Ex,Y,1210,1242,0,2452,0,9,2,683,TA,Y,50,5,2007,WD
205000,118,Gtl,1Story,7,5,PConc,Gd,1541,Ex,Y,1541,0,0,1541,0,6,3,843,TA,Y,81,1,2006,WD
149900,70,Gtl,1Story,5,7,PConc,TA,894,TA,Y,894,0,0,894,1,5,2,552,TA,Y,0,7,2006,WD
295000,87,Gtl,2.5Fin,7,9,BrkTil,TA,1470,Ex,Y,1675,1818,0,3493,0,10,3,870,TA,Y,0,5,2008,WD
305900,80,Gtl,1Story,8,5,PConc,Gd,2000,Ex,Y,2000,0,0,2000,1,8,3,888,TA,Y,0,7,2007,WD
225000,116,Gtl,2Story,7,5,CBlock,Gd,700,Gd,Y,1122,1121,0,2243,1,8,3,746,TA,Y,44,6,2007,WD
89500,NA,Gtl,1.5Fin,6,7,CBlock,TA,319,TA,Y,1035,371,0,1406,0,6,0,0,NA,N,144,3,2008,WD
82500,NA,Gtl,1Story,4,5,CBlock,TA,861,Ex,Y,861,0,0,861,0,4,2,539,TA,Y,0,3,2009,WD
360000,90,Gtl,1Story,9,5,PConc,Ex,1896,Ex,Y,1944,0,0,1944,1,8,3,708,TA,Y,175,11,2006,WD
165600,NA,Gtl,2Story,6,5,PConc,Gd,697,Gd,Y,697,804,0,1501,0,6,2,420,TA,Y,63,5,2006,WD
132000,50,Gtl,1Story,6,6,CBlock,TA,972,Ex,Y,972,0,0,972,1,5,1,240,TA,Y,0,5,2009,WD
119900,65,Gtl,1.5Fin,5,7,CBlock,Gd,793,TA,Y,793,325,0,1118,1,5,2,410,TA,Y,0,5,2006,WD
375000,150,Sev,1Story,7,5,CBlock,Gd,2136,TA,Y,2036,0,0,2036,2,8,2,513,TA,Y,0,6,2009,WD
178000,60,Gtl,2Story,7,7,BrkTil,TA,728,Ex,Y,832,809,0,1641,0,6,2,546,TA,Y,0,8,2006,WD
188500,71,Gtl,2Story,7,5,PConc,Gd,716,Ex,Y,716,716,0,1432,1,6,2,432,TA,Y,51,7,2009,WD
260000,94,Gtl,2Story,7,7,CBlock,Gd,845,TA,Y,1153,1200,0,2353,1,10,2,484,TA,Y,195,8,2009,WD
270000,75,Gtl,2Story,8,5,PConc,Gd,1088,Ex,Y,1088,871,0,1959,0,8,3,1025,TA,Y,46,12,2007,WD
260000,90,Mod,2Story,7,5,PConc,Gd,1347,Ex,Y,1372,1274,0,2646,1,9,3,656,TA,Y,60,4,2009,WD
187500,NA,Gtl,SLvl,7,5,CBlock,Gd,1372,TA,Y,1472,0,0,1472,1,6,2,588,TA,Y,48,6,2009,WD
342643,111,Gtl,2Story,9,5,PConc,Ex,1249,Ex,Y,1249,1347,0,2596,0,9,3,840,TA,Y,154,9,2006,New
354000,99,Gtl,2Story,8,5,PConc,Ex,1136,Ex,Y,1136,1332,0,2468,1,10,3,872,TA,Y,154,6,2007,WD
301000,86,Gtl,2Story,7,5,CBlock,TA,1502,Ex,Y,1553,1177,0,2730,1,8,2,576,TA,Y,96,8,2007,WD
126175,49,Gtl,1Story,3,8,CBlock,TA,1162,Ex,Y,1163,0,0,1163,1,6,1,220,TA,Y,98,7,2006,WD
242000,96,Gtl,SLvl,7,7,CBlock,Gd,710,Ex,Y,1898,1080,0,2978,0,11,2,564,TA,Y,0,6,2010,WD
87000,50,Gtl,1.5Unf,5,6,CBlock,TA,720,Po,N,803,0,0,803,0,5,2,360,TA,Y,0,12,2007,WD
324000,32,Gtl,1Story,8,5,PConc,Gd,1719,Ex,Y,1719,0,0,1719,2,6,2,473,TA,Y,30,5,2008,Con
145250,80,Gtl,1Story,6,5,CBlock,TA,1383,TA,Y,1383,0,0,1383,0,7,1,292,TA,Y,45,4,2006,WD
214500,NA,Gtl,2.5Unf,6,6,BrkTil,TA,844,Gd,N,1445,689,0,2134,0,10,2,441,TA,Y,60,7,2009,WD
78000,60,Gtl,2Story,5,5,PConc,TA,596,TA,N,596,596,0,1192,0,6,1,189,Fa,N,0,7,2009,WD
119000,NA,Gtl,1Story,5,4,CBlock,TA,1728,TA,Y,1728,0,0,1728,0,10,1,352,TA,Y,0,11,2007,WD
139000,70,Gtl,1Story,5,6,CBlock,TA,1056,Fa,Y,1056,0,0,1056,1,6,1,308,TA,Y,0,8,2007,WD
284000,85,Gtl,1Story,8,5,PConc,Gd,3206,Ex,Y,1629,0,0,1629,1,7,3,880,TA,Y,0,10,2009,WD
207000,59,Gtl,1Story,7,5,PConc,Gd,1358,Ex,Y,1358,0,0,1358,1,6,2,484,TA,Y,30,7,2008,WD
192000,59,Gtl,2Story,6,5,PConc,Gd,943,Gd,Y,943,695,0,1638,1,7,2,472,TA,Y,38,7,2008,WD
228950,NA,Sev,1.5Fin,5,6,CBlock,TA,1499,Ex,Y,1619,167,0,1786,2,7,2,529,TA,Y,0,8,2008,WD
377426,86,Gtl,1Story,9,5,PConc,Ex,1922,Ex,Y,1922,0,0,1922,1,8,3,676,TA,Y,51,7,2007,WD
214000,70,Gtl,1Story,7,5,PConc,Gd,1536,Ex,Y,1536,0,0,1536,1,7,2,532,TA,Y,74,12,2008,WD
202500,91,Gtl,1Story,7,7,CBlock,Gd,1208,Ex,Y,1621,0,0,1621,1,8,2,440,TA,Y,45,5,2006,WD
155000,66,Gtl,1Story,6,7,CBlock,TA,1215,TA,Y,1215,0,0,1215,0,6,1,297,TA,Y,0,6,2009,WD
202900,85,Gtl,2Story,8,5,PConc,Gd,967,Ex,Y,993,915,0,1908,0,9,2,431,TA,Y,0,4,2010,WD
82000,60,Gtl,1Story,4,4,CBlock,TA,721,Gd,Y,841,0,0,841,0,4,1,294,TA,N,0,9,2009,WD
87500,NA,Gtl,1Story,3,4,Slab,NA,0,Fa,N,1040,0,0,1040,0,6,2,400,TA,Y,0,5,2006,WD
266000,63,Gtl,1Story,9,5,PConc,Ex,1684,Ex,Y,1684,0,0,1684,0,6,2,564,TA,Y,72,7,2008,WD
85000,36,Gtl,2Story,5,3,CBlock,Gd,536,TA,Y,536,576,0,1112,0,4,1,336,TA,Y,0,4,2010,WD
140200,65,Gtl,1.5Fin,6,5,BrkTil,TA,972,Gd,Y,972,605,0,1577,0,6,1,312,TA,Y,0,10,2006,WD
151500,NA,Gtl,1Story,6,8,CBlock,TA,958,TA,Y,958,0,0,958,0,5,1,301,TA,Y,0,4,2007,WD
157500,NA,Gtl,1Story,6,5,CBlock,TA,1478,Ex,Y,1478,0,0,1478,1,6,2,498,TA,Y,40,12,2009,WD
154000,36,Gtl,2Story,7,5,PConc,Gd,764,Ex,Y,764,862,0,1626,1,6,2,474,TA,Y,27,10,2008,WD
437154,56,Gtl,2Story,9,5,PConc,Ex,1848,Ex,Y,1848,880,0,2728,1,10,3,706,TA,Y,0,4,2006,New
318061,68,Gtl,1Story,9,5,PConc,Ex,1869,Ex,Y,1869,0,0,1869,0,6,2,617,TA,Y,54,12,2007,New
190000,NA,Mod,1Story,7,5,PConc,Gd,1453,Gd,Y,1453,0,0,1453,1,6,2,445,TA,Y,80,12,2006,WD
95000,60,Gtl,1.5Fin,5,6,CBlock,TA,616,TA,N,616,495,0,1111,0,5,1,200,Fa,Y,0,3,2008,ConLw
105900,60,Gtl,1Story,6,8,BrkTil,TA,624,Gd,Y,720,0,0,720,0,5,2,484,TA,Y,0,5,2010,WD
140000,60,Gtl,1.5Fin,6,5,CBlock,TA,940,Ex,Y,1192,403,0,1595,0,6,1,240,TA,Y,0,6,2006,WD
177500,105,Gtl,1Story,6,5,PConc,Gd,1200,Ex,Y,1200,0,0,1200,1,6,2,521,TA,Y,26,8,2007,WD
173000,NA,Gtl,1Story,6,6,PConc,Gd,1158,Gd,Y,1167,0,0,1167,1,6,2,400,TA,Y,26,7,2009,WD
134000,44,Gtl,1Story,5,5,PConc,Gd,1142,TA,Y,1142,0,0,1142,1,6,2,528,TA,Y,90,8,2007,WD
130000,92,Gtl,SLvl,5,4,CBlock,TA,1062,Ex,Y,1352,0,0,1352,0,6,1,288,TA,Y,0,7,2006,WD
280000,78,Gtl,2Story,8,5,PConc,Gd,1086,Ex,Y,1086,838,0,1924,1,7,2,592,TA,Y,75,6,2006,WD
156000,NA,Gtl,SFoyer,6,6,CBlock,Gd,888,Ex,Y,912,0,0,912,1,5,2,470,TA,Y,0,6,2007,WD
145000,NA,Gtl,1.5Fin,5,5,CBlock,TA,883,Gd,Y,988,517,0,1505,1,8,1,240,TA,N,0,7,2008,WD
198500,64,Gtl,SFoyer,7,5,Slab,NA,0,Ex,Y,495,1427,0,1922,0,7,2,672,TA,Y,0,7,2009,ConLD
118000,21,Gtl,2Story,6,8,CBlock,TA,483,Gd,Y,483,504,0,987,0,5,1,264,TA,Y,0,5,2009,WD
190000,NA,Gtl,2Story,6,5,PConc,Gd,796,TA,Y,790,784,0,1574,1,6,2,566,TA,Y,111,7,2006,WD
147000,59,Gtl,2Story,5,7,CBlock,TA,672,Gd,Y,672,672,0,1344,0,6,1,468,Fa,Y,128,7,2009,WD
159000,NA,Gtl,1Story,6,5,CBlock,Gd,1394,Gd,Y,1394,0,0,1394,1,6,2,514,TA,Y,76,7,2009,WD
165000,101,Gtl,SLvl,6,5,CBlock,Gd,1099,Gd,Y,1431,0,0,1431,0,6,1,296,TA,Y,110,12,2008,WD
132000,78,Gtl,1Story,5,6,PConc,TA,1268,Gd,Y,1268,0,0,1268,0,7,1,244,TA,Y,98,3,2010,WD
162000,NA,Gtl,1Story,5,7,CBlock,TA,1063,Ex,Y,1287,0,0,1287,1,7,2,576,TA,Y,17,3,2010,WD
172400,NA,Gtl,2Story,6,5,PConc,Gd,953,Ex,Y,953,711,0,1664,0,7,2,460,TA,Y,40,1,2006,WD
134432,80,Gtl,1.5Fin,4,4,CBlock,NA,0,TA,Y,1120,468,0,1588,0,7,2,680,TA,N,59,7,2008,WD
125000,50,Gtl,1Story,6,5,CBlock,Gd,744,TA,Y,752,0,0,752,1,4,1,264,TA,Y,0,2,2010,WD
123000,79,Gtl,1Story,5,6,PConc,TA,608,TA,Y,1319,0,0,1319,1,5,1,270,TA,Y,0,11,2009,WD
219500,65,Gtl,2Story,7,5,PConc,Gd,847,Ex,Y,847,1081,0,1928,0,8,2,434,TA,Y,48,7,2007,WD
61000,NA,Sev,1Story,1,1,BrkTil,Fa,683,Gd,N,904,0,0,904,1,4,0,0,NA,Y,0,3,2009,WD
148000,57,Gtl,SFoyer,5,5,PConc,Gd,870,Ex,Y,914,0,0,914,0,5,2,576,TA,Y,0,7,2006,WD
340000,102,Gtl,2Story,8,5,PConc,Gd,1580,Ex,Y,1580,886,0,2466,0,8,2,610,TA,Y,214,12,2007,WD
394432,88,Gtl,1Story,9,2,PConc,Ex,1856,Ex,Y,1856,0,0,1856,1,8,3,834,TA,Y,0,6,2010,New
179000,60,Gtl,2Story,6,5,PConc,Gd,982,Ex,Y,1007,793,0,1800,0,7,2,463,TA,Y,63,6,2009,WD
127000,50,Gtl,1.5Fin,5,6,BrkTil,TA,1026,TA,Y,1026,665,0,1691,0,6,1,308,TA,Y,0,5,2010,WD
187750,60,Gtl,1Story,7,5,PConc,Gd,1293,Ex,Y,1301,0,0,1301,1,5,2,572,TA,Y,121,8,2006,New
213500,79,Gtl,2Story,7,5,PConc,Gd,939,Ex,Y,939,858,0,1797,0,8,2,639,TA,Y,53,4,2007,WD
76000,60,Gtl,1.5Unf,6,3,BrkTil,Fa,784,TA,N,784,0,0,784,0,5,2,360,Fa,N,0,10,2009,WD
240000,NA,Mod,2Story,6,5,PConc,Gd,1580,Ex,Y,1079,874,0,1953,1,9,2,501,TA,Y,231,6,2007,WD
192000,43,Gtl,1Story,8,5,PConc,Gd,1256,Ex,Y,1269,0,0,1269,0,6,2,430,TA,Y,20,4,2010,WD
81000,58,Gtl,1.5Fin,5,3,PConc,TA,658,TA,Y,658,526,0,1184,0,8,0,0,NA,N,151,5,2006,WD
125000,72,Gtl,SLvl,6,6,CBlock,TA,1041,Ex,Y,1125,0,0,1125,1,6,1,352,TA,Y,0,10,2009,WD
191000,93,Gtl,1Story,7,5,PConc,Gd,1468,Ex,Y,1479,0,0,1479,0,6,2,577,TA,Y,25,7,2008,WD
426000,96,Gtl,2Story,10,5,PConc,Ex,1682,Ex,Y,1742,590,0,2332,1,9,3,846,TA,Y,134,8,2008,New
119000,50,Gtl,1.5Fin,5,8,BrkTil,TA,861,Ex,Y,961,406,0,1367,1,7,1,384,TA,Y,130,4,2008,WD
215000,71,Gtl,2Story,6,5,PConc,Ex,804,Ex,Y,804,1157,0,1961,1,7,2,560,TA,Y,192,6,2009,WD
106500,NA,Gtl,1Story,5,7,Slab,NA,0,TA,Y,882,0,0,882,0,5,1,294,TA,Y,0,7,2007,WD
100000,NA,Gtl,1Story,4,5,CBlock,TA,788,TA,Y,788,0,0,788,0,4,0,0,NA,Y,0,4,2006,WD
109000,60,Gtl,1.5Fin,5,6,CBlock,TA,735,Gd,Y,735,299,0,1034,0,5,1,240,TA,Y,39,7,2007,WD
